Membership Plan,4 New Members,Net Increase,Sponsor New Kiwanis Club,Apppointed Membership Chair,Use ACE Tools,Officer Attended CLE,Convention Attendance,Attended Amplify,Signature Project Contest Entry,Annual Signature Project,Sponsors a Service Leadership Program,Supports a Local Children-focused Organization,KCF Support,Completed a Club Fundraising Project,Active Partnership with KI or Local Partner,Received Positive Media Coverage,Completed Youth Protection Education,Appointed PR Chair,Points earned,District ID,District Name,Club ID,Club Name
0,15,20,0,5,5,10,5,0,0,5,0,5,0,5,5,5,5,5,95,K10,Kentucky-Tennessee,K00292,Athens
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,0,75,K20,Ohio,K00293,Alliance
0,15,20,0,5,5,0,5,5,0,5,15,5,0,5,5,5,5,5,105,K08,Indiana,K00294,Muncie
5,15,20,10,5,5,10,5,5,0,5,15,5,0,5,5,5,0,0,120,K10,Kentucky-Tennessee,K00295,Sweetwater
5,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,65,K15,Montana,K00296,Great Falls
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K08,Indiana,K00297,Frankfort
0,0,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,5,0,65,K16,Nebraska-Iowa,K00298,Council Bluffs Downtown
5,15,20,0,0,5,10,5,0,0,5,15,5,10,5,5,5,0,0,110,K10,Kentucky-Tennessee,K00299,Newport
0,15,0,0,5,5,0,5,0,5,5,0,5,0,5,5,5,5,5,70,K08,Indiana,K00300,Richmond
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K14,Missouri-Arkansas,K00301,Saint Joseph
0,0,0,0,5,5,10,5,0,5,5,0,5,0,5,5,5,0,0,55,K08,Indiana,K00302,New Castle Henry County
5,15,0,0,5,5,0,5,5,5,5,15,5,0,5,5,5,0,5,90,K02,California-Nevada-Hawaii,K00303,San Diego
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,60,K07,Illinois-Eastern Iowa,K00305,Streator
5,15,0,10,5,5,0,5,0,0,5,15,5,15,5,5,5,5,5,110,K01,Alabama,K00306,Dothan
5,0,0,0,0,5,0,5,0,0,5,15,5,10,5,5,5,0,0,65,K13,Minnesota-Dakotas,K00307,Red Wing
5,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,0,85,K16,Nebraska-Iowa,K00308,Cedar Rapids
5,15,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,0,65,K21,Eastern Canada and the Caribbean,K00310,Cambridge
5,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,5,0,45,K23,Pennsylvania,K00311,Carlisle
0,15,0,10,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,80,K06,Georgia,K00312,Washington
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K08,Indiana,K00314,Connersville
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K03,Capital,K00315,Morgantown
0,0,0,10,0,5,10,5,0,0,5,15,5,0,5,5,5,0,0,70,K24,Rocky Mountain,K00316,Pueblo
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,5,5,50,K16,Nebraska-Iowa,K00317,Kearney
0,15,20,0,0,5,0,5,0,0,5,0,5,10,5,5,5,0,0,80,K08,Indiana,K00318,Portland
0,15,0,0,0,5,0,5,0,5,5,0,5,0,5,5,5,0,0,55,K10,Kentucky-Tennessee,K00320,Winchester
5,15,20,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,90,K15,Montana,K00323,Billings
0,15,20,0,0,5,0,5,5,0,5,15,5,0,5,5,5,5,0,95,K02,California-Nevada-Hawaii,K00325,Santa Ana
5,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,75,K04,Carolinas,K00327,Rock Hill
5,15,0,0,0,5,10,5,0,0,5,15,5,15,5,5,5,5,0,100,K07,Illinois-Eastern Iowa,K00328,Geneseo
0,15,0,0,5,5,10,5,0,5,5,15,5,0,5,5,5,0,5,90,K13,Minnesota-Dakotas,K00330,Watertown
0,0,0,0,0,5,10,5,0,5,5,15,5,15,5,5,5,0,5,85,K08,Indiana,K00331,Noblesville
0,0,0,0,5,5,0,5,0,0,5,0,5,10,5,5,5,0,0,50,K07,Illinois-Eastern Iowa,K00333,Evanston
0,0,0,0,5,5,0,5,0,0,5,15,5,10,5,5,5,0,0,65,K20,Ohio,K00334,Port Clinton
5,15,0,0,5,5,10,5,5,0,5,15,5,15,5,5,5,5,5,115,K16,Nebraska-Iowa,K00335,Fremont
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,5,55,K06,Georgia,K00336,Cedartown
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K04,Carolinas,K00337,Gastonia
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,60,K14,Missouri-Arkansas,K00338,Kirksville
5,0,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,0,50,K16,Nebraska-Iowa,K00340,Ottumwa
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,70,K13,Minnesota-Dakotas,K00342,Fargo
5,15,20,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,100,K20,Ohio,K00343,Sidney
0,0,0,0,0,5,0,5,0,0,5,15,5,15,5,5,5,0,0,65,K08,Indiana,K00344,Columbus
5,0,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,0,0,55,K30,Wisconsin-Upper Michigan,K00346,Sparta
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K06,Georgia,K00348,Waycross
0,15,0,0,5,5,0,5,5,0,5,15,5,10,5,5,5,5,5,95,K04,Carolinas,K00349,Salisbury
5,15,0,0,5,5,10,5,5,5,5,15,5,0,5,5,5,0,5,100,K21,Eastern Canada and the Caribbean,K00350,Forest City-London
5,15,0,0,5,5,0,5,5,0,5,15,5,0,5,5,5,5,5,90,K04,Carolinas,K00351,Fayetteville
0,0,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,5,70,K16,Nebraska-Iowa,K00353,Grand Island
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K07,Illinois-Eastern Iowa,K00354,Aledo
5,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,70,K27,Utah-Idaho,K00356,Idaho Falls
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,40,K16,Nebraska-Iowa,K00357,Mason City
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K17,New England and Bermuda,K00358,Norwalk
5,15,20,0,5,5,10,5,5,0,5,0,5,0,5,5,5,0,0,95,K16,Nebraska-Iowa,K00359,Hastings
0,15,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,0,0,75,K24,Rocky Mountain,K00363,Colorado Springs
5,15,20,0,5,5,0,5,5,5,5,15,5,0,5,5,5,5,5,115,K20,Ohio,K00364,Bowling Green
5,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,5,5,70,K27,Utah-Idaho,K00365,Ogden
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K20,Ohio,K00366,Bellevue
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K19,New York,K00367,Poughkeepsie
5,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,50,K21,Eastern Canada and the Caribbean,K00368,Kingston
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K08,Indiana,K00369,Elwood
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,5,70,K09,Kansas,K00370,Parsons
0,15,0,0,5,5,10,5,0,0,5,15,5,15,5,5,5,0,0,95,K30,Wisconsin-Upper Michigan,K00371,Wausau
0,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,60,K20,Ohio,K00372,Marion
0,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,60,K06,Georgia,K00373,Vidalia
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K25,Southwest,K00376,Clovis
5,0,0,10,5,5,0,5,0,0,5,0,5,15,5,5,5,5,5,80,K06,Georgia,K00377,Cordele
5,15,0,0,5,5,0,5,0,5,5,15,5,0,5,5,5,5,0,85,K25,Southwest,K00379,Roswell
5,15,20,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,95,K26,Texas-Oklahoma,K00380,San Angelo
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K08,Indiana,K00381,Winchester
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K09,Kansas,K00382,Wichita
0,0,0,0,0,5,10,5,0,0,5,0,5,10,5,5,5,5,0,60,K16,Nebraska-Iowa,K00383,Iowa City
5,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,5,5,50,K03,Capital,K00384,Norton
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K10,Kentucky-Tennessee,K00386,Erwin
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,0,75,K02,California-Nevada-Hawaii,K00387,Riverside
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,70,K20,Ohio,K00388,Coshocton
0,15,0,0,0,5,0,5,0,0,5,0,5,10,5,5,5,0,0,60,K13,Minnesota-Dakotas,K00391,Saint Cloud
5,15,0,0,5,5,10,5,0,5,5,15,5,10,5,5,5,5,5,110,K16,Nebraska-Iowa,K00392,North Platte
5,15,0,0,5,5,0,5,5,0,5,15,5,0,5,5,5,5,5,90,K20,Ohio,K00393,Dover-New Philadelphia
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K27,Utah-Idaho,K00394,Twin Falls
0,15,20,0,5,5,0,5,0,0,5,15,5,10,5,5,5,5,0,105,K22,Pacific Northwest,K00396,Yakima
5,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,75,K23,Pennsylvania,K00398,Lebanon
0,15,20,0,5,5,0,5,0,0,5,15,5,15,5,5,5,0,5,110,K08,Indiana,K00402,La Porte
5,15,20,0,5,5,10,5,5,0,5,15,5,10,5,5,5,5,5,130,K26,Texas-Oklahoma,K00403,Abilene
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,0,75,K08,Indiana,K00404,Crawfordsville
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K19,New York,K00405,Kingston
0,15,20,0,0,5,0,5,0,0,5,15,5,15,5,5,5,5,0,105,K17,New England and Bermuda,K00406,Manchester
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K24,Rocky Mountain,K00407,Manitou Springs
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K11,Louisiana-Mississippi-West Tennessee,K00410,Pine Belt Hattiesburg MS (The)
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,70,K11,Louisiana-Mississippi-West Tennessee,K00411,Laurel
5,0,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,0,50,K08,Indiana,K00412,Historic New Albany
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K19,New York,K00413,Rome
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K13,Minnesota-Dakotas,K00414,Rochester
0,15,20,0,0,5,10,5,0,0,5,15,5,0,5,5,5,5,0,100,K10,Kentucky-Tennessee,K00416,Murfreesboro
5,15,20,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,115,K19,New York,K00417,Troy
0,15,0,0,5,5,0,5,5,5,5,15,5,0,5,5,5,5,5,90,K13,Minnesota-Dakotas,K00418,Mankato
5,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,55,K20,Ohio,K00420,Galion
0,0,0,0,0,5,0,5,5,0,5,15,5,0,5,5,5,0,0,55,K09,Kansas,K00423,Pittsburg
5,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,5,90,K21,Eastern Canada and the Caribbean,K00425,Kitchener-Waterloo
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,5,60,K25,Southwest,K00426,Tucson Arizona
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K03,Capital,K00432,Martinsville
5,15,0,0,5,5,10,5,0,0,5,0,5,15,5,5,5,5,5,95,K30,Wisconsin-Upper Michigan,K00434,Fond Du Lac
5,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,65,K03,Capital,K00436,Salem
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K26,Texas-Oklahoma,K00439,Wichita Falls
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K12,Michigan,K00440,South Haven
5,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,60,K20,Ohio,K00442,Zanesville (Downtown)
5,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,80,K04,Carolinas,K00444,Hendersonville
0,0,0,0,0,5,10,5,5,0,5,0,5,0,5,5,5,0,0,50,K12,Michigan,K00446,Mount Clemens
0,15,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,0,60,K09,Kansas,K00447,El Dorado
0,15,0,0,5,5,10,5,0,5,5,15,5,0,5,5,5,0,5,90,K03,Capital,K00448,Hagerstown
5,15,0,0,5,5,0,5,5,0,5,0,5,0,5,5,5,0,5,70,K13,Minnesota-Dakotas,K00449,Mitchell
5,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,50,K23,Pennsylvania,K00450,Sunbury
0,15,20,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,95,K13,Minnesota-Dakotas,K00451,Huron
5,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,75,K08,Indiana,K00453,Warsaw
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K20,Ohio,K00454,Ravenna
5,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,65,K03,Capital,K00456,Wellsburg
0,0,0,0,0,5,0,5,5,0,5,15,5,10,5,5,5,5,0,70,K01,Alabama,K00457,Tuscaloosa
5,15,20,0,5,5,10,5,5,0,5,15,5,15,5,5,5,0,5,130,K08,Indiana,K00458,Valparaiso
0,15,0,0,5,5,0,5,5,0,5,15,5,15,5,5,5,5,5,100,K04,Carolinas,K00459,Charleston
0,15,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,5,5,75,K13,Minnesota-Dakotas,K00460,Devils Lake
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,0,60,K02,California-Nevada-Hawaii,K00461,Fresno
0,0,0,0,5,5,0,5,0,0,5,0,5,15,5,5,5,5,0,60,K12,Michigan,K00462,Ypsilanti
5,15,0,0,5,5,0,5,0,0,5,15,5,15,5,5,5,0,5,95,K30,Wisconsin-Upper Michigan,K00465,Greater Sheboygan
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K16,Nebraska-Iowa,K00466,Beatrice
0,15,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,0,60,K26,Texas-Oklahoma,K00467,Waco
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,75,K01,Alabama,K00468,Cullman
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K20,Ohio,K00469,Cambridge
5,15,0,0,5,5,10,5,0,5,5,15,5,0,5,5,5,0,5,95,K21,Eastern Canada and the Caribbean,K00471,Ingersoll
5,15,20,0,5,5,10,5,0,0,5,15,5,15,5,5,5,0,5,125,K09,Kansas,K00475,Topeka
5,0,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,0,70,K11,Louisiana-Mississippi-West Tennessee,K00478,Columbus
0,15,20,0,0,5,0,5,0,5,5,15,5,10,5,5,5,0,0,100,K25,Southwest,K00479,Santa Fe
0,15,0,0,5,5,10,5,5,0,5,15,5,0,5,5,5,0,5,90,K15,Montana,K00480,Missoula
0,15,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,5,5,85,K24,Rocky Mountain,K00481,Casper
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,5,0,55,K03,Capital,K00482,Danville
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,60,K30,Wisconsin-Upper Michigan,K00484,Monroe
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K10,Kentucky-Tennessee,K00485,Pineville
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K09,Kansas,K00487,Atchison
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,65,K27,Utah-Idaho,K00489,Provo
5,0,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,80,K03,Capital,K00490,Alexandria
0,0,0,0,0,5,10,5,0,0,5,0,5,10,5,5,5,5,0,60,K16,Nebraska-Iowa,K00491,Storm Lake
0,15,20,0,5,5,0,5,5,0,5,15,5,0,5,5,5,5,5,105,K26,Texas-Oklahoma,K00492,Tyler-Rose City
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K04,Carolinas,K00493,Hickory
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K19,New York,K00494,Newburgh
0,15,0,0,5,5,0,5,5,0,5,15,5,10,5,5,5,5,5,95,K12,Michigan,K00495,Ann Arbor
0,0,0,0,5,5,0,5,0,0,5,0,5,15,5,5,5,0,5,60,K20,Ohio,K00497,Lakewood
0,15,20,0,5,5,10,5,0,5,5,15,5,15,5,5,5,5,0,125,K07,Illinois-Eastern Iowa,K00499,Champaign-Urbana
0,15,0,10,5,5,0,5,0,5,5,15,5,0,5,5,5,0,5,90,K05,Florida,K00501,Daytona Beach
5,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,0,90,K26,Texas-Oklahoma,K00502,Duncan Chisholm Trail
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,55,K08,Indiana,K00503,Greencastle
0,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,55,K04,Carolinas,K00504,Darlington
5,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,70,K13,Minnesota-Dakotas,K00506,Minot
5,15,0,0,5,5,0,5,0,0,5,15,5,10,5,5,5,0,0,85,K05,Florida,K00507,Miami
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K24,Rocky Mountain,K00509,Raton
0,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,80,K28,Western Canada,K00513,Swift Current
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,60,K20,Ohio,K00515,Portsmouth
0,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,60,K09,Kansas,K00516,Chanute
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K20,Ohio,K00518,Greenville
0,0,0,0,5,5,0,5,5,0,5,15,5,0,5,5,5,0,5,65,K20,Ohio,K00520,Athens
0,15,0,0,0,5,0,5,0,0,5,0,5,10,5,5,5,0,0,60,K23,Pennsylvania,K00521,Du Bois
0,0,0,0,5,5,0,5,0,0,5,15,5,15,5,5,5,5,5,80,K18,New Jersey,K00522,New Brunswick
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,55,K13,Minnesota-Dakotas,K00523,Fergus Falls
0,0,0,0,5,5,0,5,0,0,5,0,5,15,5,5,5,0,5,60,K23,Pennsylvania,K00526,McKeesport-White Oak
0,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,5,5,65,K30,Wisconsin-Upper Michigan,K00527,Neillsville
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K05,Florida,K00531,Palatka
0,15,20,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,90,K12,Michigan,K00532,Saint Joseph-Benton Harbor
5,0,0,0,0,5,10,5,0,0,5,15,5,15,5,5,5,0,0,80,K08,Indiana,K00534,Nappanee
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K09,Kansas,K00538,Leavenworth
5,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,85,K21,Eastern Canada and the Caribbean,K00539,Quebec
0,0,0,0,0,5,0,5,0,5,5,15,5,0,5,5,5,0,0,55,K05,Florida,K00540,Plant City
5,15,0,0,0,5,10,5,0,0,5,15,5,15,5,5,5,5,0,100,K07,Illinois-Eastern Iowa,K00542,Jacksonville
5,15,0,0,5,5,10,5,0,0,5,15,5,10,5,5,5,0,5,100,K15,Montana,K00544,Bozeman
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K27,Utah-Idaho,K00546,Caldwell
5,15,0,0,5,5,0,5,5,0,5,0,5,10,5,5,5,0,5,80,K12,Michigan,K00548,Midland
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K09,Kansas,K00551,Fort Scott
5,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,65,K19,New York,K00553,Oswego
5,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,85,K22,Pacific Northwest,K00554,Port Angeles
0,15,20,0,5,5,10,5,5,0,5,15,5,0,5,5,5,0,5,110,K21,Eastern Canada and the Caribbean,K00555,Casa Loma Toronto
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K14,Missouri-Arkansas,K00557,Little Rock
0,15,0,0,5,5,0,5,0,5,5,15,5,0,5,5,5,0,5,80,K05,Florida,K00559,Orlando
0,15,20,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,100,K20,Ohio,K00560,Fremont
5,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,75,K22,Pacific Northwest,K00563,Olympia
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K04,Carolinas,K00565,Newton
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K20,Ohio,K00567,Carey
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,55,K02,California-Nevada-Hawaii,K00568,Fullerton
5,0,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,80,K05,Florida,K00569,West Palm Beach
5,15,20,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,95,K20,Ohio,K00575,Berea
5,15,20,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,0,105,K15,Montana,K00578,Lewistown
0,0,0,0,0,5,0,5,0,0,5,15,5,15,5,5,5,0,0,65,K22,Pacific Northwest,K00579,Salem
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K16,Nebraska-Iowa,K00580,Webster City
5,15,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,0,0,80,K11,Louisiana-Mississippi-West Tennessee,K00581,Greater Ouachita
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,75,K15,Montana,K00583,Helena
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K22,Pacific Northwest,K00587,Baker City
5,0,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,0,0,65,K08,Indiana,K00588,Plymouth
0,15,20,0,5,5,0,5,0,5,5,15,5,0,5,5,5,5,5,105,K22,Pacific Northwest,K00590,Puyallup
0,15,20,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,95,K07,Illinois-Eastern Iowa,K00592,Bloomington
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K16,Nebraska-Iowa,K00593,Marshalltown
5,15,20,0,0,5,0,5,0,0,5,15,5,10,5,5,5,5,0,105,K09,Kansas,K00594,Kansas City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K04,Carolinas,K00595,Statesville
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K26,Texas-Oklahoma,K00597,El Reno
0,15,0,0,0,5,0,5,0,0,5,0,5,10,5,5,5,0,0,60,K12,Michigan,K00598,Owosso
5,0,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,0,5,60,K21,Eastern Canada and the Caribbean,K00600,Guelph
0,15,0,0,0,5,0,5,0,0,5,0,5,10,5,5,5,0,0,60,K10,Kentucky-Tennessee,K00601,Corbin
5,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,55,K20,Ohio,K00603,Salem
0,0,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,5,0,50,K08,Indiana,K00604,Winamac
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K23,Pennsylvania,K00606,Franklin
0,15,0,0,0,5,0,5,0,0,5,15,5,15,5,5,5,0,0,80,K13,Minnesota-Dakotas,K00607,Alexandria
5,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,40,K26,Texas-Oklahoma,K00608,Chickasha
0,0,0,0,5,5,0,5,5,0,5,0,5,0,5,5,5,5,5,55,K21,Eastern Canada and the Caribbean,K00611,Peterborough
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K03,Capital,K00612,Beckley
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,70,K23,Pennsylvania,K00613,Hanover
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K25,Southwest,K00614,Las Vegas
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K09,Kansas,K00616,Baxter Springs
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,55,K22,Pacific Northwest,K00617,Bremerton
0,0,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,0,45,K24,Rocky Mountain,K00619,Laramie
5,0,0,0,5,5,0,5,0,0,5,15,5,15,5,5,5,0,5,80,K11,Louisiana-Mississippi-West Tennessee,K00620,Shreveport
0,15,20,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,95,K20,Ohio,K00621,Ottawa
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,70,K30,Wisconsin-Upper Michigan,K00622,Portage
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K14,Missouri-Arkansas,K00623,Chillicothe
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K26,Texas-Oklahoma,K00624,Lawton
0,0,0,0,0,5,0,5,0,0,5,15,5,10,5,5,5,5,0,65,K08,Indiana,K00625,North Manchester
0,15,20,0,0,5,0,5,0,0,5,15,5,15,5,5,5,5,0,105,K27,Utah-Idaho,K00626,Spanish Fork
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K18,New Jersey,K00628,Jersey City
0,15,20,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,90,K10,Kentucky-Tennessee,K00629,Copperhill
0,0,0,0,5,5,0,5,5,0,5,15,5,0,5,5,5,0,0,60,K05,Florida,K00633,Sanford-Lake Mary
5,15,0,0,0,5,0,5,5,0,5,0,5,0,5,5,5,0,0,60,K26,Texas-Oklahoma,K00634,Denton
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,5,70,K10,Kentucky-Tennessee,K00635,Hopkinsville
